,timestamp,host,write_ops,write_ops_norm
163,2025-08-23 21:14:00,HOST-F52B15BB4B4D209D,21.028,-0.9770349117661247
164,2025-08-23 21:15:00,HOST-F52B15BB4B4D209D,16.663999999999998,-0.9952544168640647
165,2025-08-23 21:16:00,HOST-F52B15BB4B4D209D,41.330000000000005,-0.89227496848052
166,2025-08-23 21:17:00,HOST-F52B15BB4B4D209D,87.279,-0.7004399456241392
167,2025-08-23 21:18:00,HOST-F52B15BB4B4D209D,126.757,-0.5356210587642684
168,2025-08-23 21:19:00,HOST-F52B15BB4B4D209D,20.512,-0.9791891887208765
169,2025-08-23 21:20:00,HOST-F52B15BB4B4D209D,30.313,-0.9382704514466075
170,2025-08-23 21:21:00,HOST-F52B15BB4B4D209D,39.611,-0.8994517167076876
171,2025-08-23 21:22:00,HOST-F52B15BB4B4D209D,25.367,-0.9589197805516514
172,2025-08-23 21:23:00,HOST-F52B15BB4B4D209D,31.803,-0.9320497679919946
173,2025-08-23 21:24:00,HOST-F52B15BB4B4D209D,41.919,-0.8898159197860457
174,2025-08-23 21:25:00,HOST-F52B15BB4B4D209D,14.778,-1.0031283826327895
175,2025-08-23 21:26:00,HOST-F52B15BB4B4D209D,29.531,-0.9415352665214445
176,2025-08-23 21:27:00,HOST-F52B15BB4B4D209D,40.64,-0.8951556876642
177,2025-08-23 21:28:00,HOST-F52B15BB4B4D209D,27.264999999999997,-0.9509957153188626
178,2025-08-23 21:29:00,HOST-F52B15BB4B4D209D,39.532,-0.8997815381794423
179,2025-08-23 21:30:00,HOST-F52B15BB4B4D209D,44.8285,-0.8776688872281958
180,2025-08-23 21:31:00,HOST-F52B15BB4B4D209D,50.125,-0.8555562362769494
181,2025-08-23 21:32:00,HOST-F52B15BB4B4D209D,21.808999999999997,-0.9737742716466262
182,2025-08-23 21:33:00,HOST-F52B15BB4B4D209D,40.442,-0.8959823288212558
183,2025-08-23 21:34:00,HOST-F52B15BB4B4D209D,31.203,-0.9345547411951943
184,2025-08-23 21:35:00,HOST-F52B15BB4B4D209D,37.791,-0.9070501354240603
185,2025-08-23 21:36:00,HOST-F52B15BB4B4D209D,34.763,-0.919691900189542
186,2025-08-23 21:37:00,HOST-F52B15BB4B4D209D,25.049,-0.9602474163493472
187,2025-08-23 21:38:00,HOST-F52B15BB4B4D209D,21.178,-0.9764086684653247
188,2025-08-23 21:39:00,HOST-F52B15BB4B4D209D,19.563,-0.983151221337271
189,2025-08-23 21:40:00,HOST-F52B15BB4B4D209D,22.179,-0.9722295381713196
190,2025-08-23 21:41:00,HOST-F52B15BB4B4D209D,36.829,-0.9110664424598574
191,2025-08-23 21:42:00,HOST-F52B15BB4B4D209D,36.079,-0.9141976589638572
192,2025-08-23 21:43:00,HOST-F52B15BB4B4D209D,30.542,-0.9373143866740529
193,2025-08-23 21:44:00,HOST-F52B15BB4B4D209D,24.369,-0.9630863859796404
194,2025-08-23 21:45:00,HOST-F52B15BB4B4D209D,15.013,-1.0021472681282029
195,2025-08-23 21:46:00,HOST-F52B15BB4B4D209D,39.82,-0.8985791510419063
196,2025-08-23 21:47:00,HOST-F52B15BB4B4D209D,45.477,-0.8749614286910706
197,2025-08-23 21:48:00,HOST-F52B15BB4B4D209D,20.214,-0.9804333254117991
198,2025-08-23 21:49:00,HOST-F52B15BB4B4D209D,67.798,-0.7817722505766986
199,2025-08-23 21:50:00,HOST-F52B15BB4B4D209D,91.024,-0.6848047378808336
200,2025-08-23 21:51:00,HOST-F52B15BB4B4D209D,160.188,-0.39604812683731316
201,2025-08-23 21:52:00,HOST-F52B15BB4B4D209D,67.977,-0.7810249335710774
202,2025-08-23 21:53:00,HOST-F52B15BB4B4D209D,116.07000000000001,-0.5802388064685959
203,2025-08-23 21:54:00,HOST-F52B15BB4B4D209D,131.08499999999998,-0.5175518520585204
204,2025-08-23 21:55:00,HOST-F52B15BB4B4D209D,238.369,-0.06964594350503789
205,2025-08-23 21:56:00,HOST-F52B15BB4B4D209D,63.381,-0.800213028307588
206,2025-08-23 21:57:00,HOST-F52B15BB4B4D209D,211.947,-0.17995661346328062
207,2025-08-23 21:58:00,HOST-F52B15BB4B4D209D,59.478,-0.8165078789944028
208,2025-08-23 21:59:00,HOST-F52B15BB4B4D209D,50.923,-0.8522246219166937
209,2025-08-23 22:00:00,HOST-F52B15BB4B4D209D,14.55,-1.0040802724500053
210,2025-08-23 22:01:00,HOST-F52B15BB4B4D209D,220.35499999999996,-0.14485358897577397
211,2025-08-23 22:02:00,HOST-F52B15BB4B4D209D,63.112,-0.8013360912936893
212,2025-08-23 22:03:00,HOST-F52B15BB4B4D209D,64.276,-0.7964764432794816
213,2025-08-23 22:04:00,HOST-F52B15BB4B4D209D,23.686999999999998,-0.9659337055206108
214,2025-08-23 22:05:00,HOST-F52B15BB4B4D209D,25.913,-0.9566402549367394
215,2025-08-23 22:06:00,HOST-F52B15BB4B4D209D,60.989000000000004,-0.8101995214776779
216,2025-08-23 22:07:00,HOST-F52B15BB4B4D209D,95.717,-0.6652116724764725
217,2025-08-23 22:08:00,HOST-F52B15BB4B4D209D,48.717999999999996,-0.861430398438453
218,2025-08-23 22:09:00,HOST-F52B15BB4B4D209D,26.174000000000003,-0.9555505915933475
219,2025-08-23 22:10:00,HOST-F52B15BB4B4D209D,19.46,-0.9835812417371534
220,2025-08-23 22:11:00,HOST-F52B15BB4B4D209D,63.247,-0.8007724723229692
221,2025-08-23 22:12:00,HOST-F52B15BB4B4D209D,28.781,-0.9446664830254443
222,2025-08-23 22:13:00,HOST-F52B15BB4B4D209D,67.93599999999999,-0.7811961067399629
223,2025-08-23 22:14:00,HOST-F52B15BB4B4D209D,37.977000000000004,-0.9062735937310684
224,2025-08-23 22:15:00,HOST-F52B15BB4B4D209D,18.063000000000002,-0.9894136543452705
225,2025-08-23 22:16:00,HOST-F52B15BB4B4D209D,58.825,-0.819234124830552
226,2025-08-23 22:17:00,HOST-F52B15BB4B4D209D,56.463,-0.829095369340482
227,2025-08-23 22:18:00,HOST-F52B15BB4B4D209D,25.364,-0.9589323054176673
228,2025-08-23 22:19:00,HOST-F52B15BB4B4D209D,22.427000000000003,-0.9711941492473305
229,2025-08-23 22:20:00,HOST-F52B15BB4B4D209D,17.812,-0.9904615681352756
230,2025-08-23 22:21:00,HOST-F52B15BB4B4D209D,38.931,-0.9022906863379808
231,2025-08-23 22:22:00,HOST-F52B15BB4B4D209D,56.972,-0.8269703170731008
232,2025-08-23 22:23:00,HOST-F52B15BB4B4D209D,30.513,-0.9374354603788742
233,2025-08-23 22:24:00,HOST-F52B15BB4B4D209D,14.963999999999999,-1.0023518409397976
234,2025-08-23 22:25:00,HOST-F52B15BB4B4D209D,25.629,-0.9578259422529207
235,2025-08-23 22:26:00,HOST-F52B15BB4B4D209D,25.532,-0.9582309129207713
236,2025-08-23 22:27:00,HOST-F52B15BB4B4D209D,40.698,-0.8949135402545572
237,2025-08-23 22:28:00,HOST-F52B15BB4B4D209D,41.93,-0.8897699952773203
238,2025-08-23 22:29:00,HOST-F52B15BB4B4D209D,22.367,-0.9714446465676504
239,2025-08-23 22:30:00,HOST-F52B15BB4B4D209D,25.021,-0.9603643150988298
240,2025-08-23 22:31:00,HOST-F52B15BB4B4D209D,27.675,-0.9492839836300093
241,2025-08-23 22:32:00,HOST-F52B15BB4B4D209D,19.84,-0.9819947587084603
242,2025-08-23 22:33:00,HOST-F52B15BB4B4D209D,19.091,-0.9851218002571214
243,2025-08-23 22:34:00,HOST-F52B15BB4B4D209D,20.162,-0.9806504230894098
244,2025-08-23 22:35:00,HOST-F52B15BB4B4D209D,33.54,-0.9247978705687311
245,2025-08-23 22:36:00,HOST-F52B15BB4B4D209D,28.226,-0.9469835832384041
246,2025-08-23 22:37:00,HOST-F52B15BB4B4D209D,23.843999999999998,-0.9652782375324402
247,2025-08-23 22:38:00,HOST-F52B15BB4B4D209D,17.826,-0.9904031187605344
248,2025-08-23 22:39:00,HOST-F52B15BB4B4D209D,20.262,-0.9802329275555431
